FIPS_Code,State,Area_Name,Year
24011,MD,"Caroline County, MD",2009
24011,MD,"Caroline County, MD",2010
24011,MD,"Caroline County, MD",2011
24011,MD,"Caroline County, MD",2012
24011,MD,"Caroline County, MD",2013
24011,MD,"Caroline County, MD",2014
24011,MD,"Caroline County, MD",2015
24011,MD,"Caroline County, MD",2016
24011,MD,"Caroline County, MD",2017
24011,MD,"Caroline County, MD",2018
24011,MD,"Caroline County, MD",2019
24011,MD,"Caroline County, MD",2020
24011,MD,"Caroline County, MD",2021
24011,MD,"Caroline County, MD",2022
24013,MD,"Carroll County, MD",2000
24013,MD,"Carroll County, MD",2001
24013,MD,"Carroll County, MD",2002
24013,MD,"Carroll County, MD",2003
24013,MD,"Carroll County, MD",2004
24013,MD,"Carroll County, MD",2005
24013,MD,"Carroll County, MD",2006
24013,MD,"Carroll County, MD",2007
24013,MD,"Carroll County, MD",2008
24013,MD,"Carroll County, MD",2009
24013,MD,"Carroll County, MD",2010
24013,MD,"Carroll County, MD",2011
24013,MD,"Carroll County, MD",2012
24013,MD,"Carroll County, MD",2013
24013,MD,"Carroll County, MD",2014
24013,MD,"Carroll County, MD",2015
24013,MD,"Carroll County, MD",2016
24013,MD,"Carroll County, MD",2017
24013,MD,"Carroll County, MD",2018
24013,MD,"Carroll County, MD",2019
24013,MD,"Carroll County, MD",2020
24013,MD,"Carroll County, MD",2021
24013,MD,"Carroll County, MD",2022
24015,MD,"Cecil County, MD",2000
24015,MD,"Cecil County, MD",2001
24015,MD,"Cecil County, MD",2002
24015,MD,"Cecil County, MD",2003
24015,MD,"Cecil County, MD",2004
24015,MD,"Cecil County, MD",2005
24015,MD,"Cecil County, MD",2006
24015,MD,"Cecil County, MD",2007
24015,MD,"Cecil County, MD",2008
24015,MD,"Cecil County, MD",2009
24015,MD,"Cecil County, MD",2010
24015,MD,"Cecil County, MD",2011
24015,MD,"Cecil County, MD",2012
24015,MD,"Cecil County, MD",2013
24015,MD,"Cecil County, MD",2014
24015,MD,"Cecil County, MD",2015
24015,MD,"Cecil County, MD",2016
24015,MD,"Cecil County, MD",2017
24015,MD,"Cecil County, MD",2018
24015,MD,"Cecil County, MD",2019
24015,MD,"Cecil County, MD",2020
24015,MD,"Cecil County, MD",2021
24015,MD,"Cecil County, MD",2022
24017,MD,"Charles County, MD",2000
24017,MD,"Charles County, MD",2001
24017,MD,"Charles County, MD",2002
24017,MD,"Charles County, MD",2003
24017,MD,"Charles County, MD",2004
24017,MD,"Charles County, MD",2005
24017,MD,"Charles County, MD",2006
24017,MD,"Charles County, MD",2007
24017,MD,"Charles County, MD",2008
24017,MD,"Charles County, MD",2009
24017,MD,"Charles County, MD",2010
24017,MD,"Charles County, MD",2011
24017,MD,"Charles County, MD",2012
24017,MD,"Charles County, MD",2013
24017,MD,"Charles County, MD",2014
24017,MD,"Charles County, MD",2015
24017,MD,"Charles County, MD",2016
24017,MD,"Charles County, MD",2017
24017,MD,"Charles County, MD",2018
24017,MD,"Charles County, MD",2019
24017,MD,"Charles County, MD",2020
24017,MD,"Charles County, MD",2021
24017,MD,"Charles County, MD",2022
24019,MD,"Dorchester County, MD",2000
24019,MD,"Dorchester County, MD",2001
24019,MD,"Dorchester County, MD",2002
24019,MD,"Dorchester County, MD",2003
24019,MD,"Dorchester County, MD",2004
24019,MD,"Dorchester County, MD",2005
24019,MD,"Dorchester County, MD",2006
24019,MD,"Dorchester County, MD",2007
24019,MD,"Dorchester County, MD",2008
24019,MD,"Dorchester County, MD",2009
24019,MD,"Dorchester County, MD",2010
24019,MD,"Dorchester County, MD",2011
24019,MD,"Dorchester County, MD",2012
24019,MD,"Dorchester County, MD",2013
24019,MD,"Dorchester County, MD",2014
24019,MD,"Dorchester County, MD",2015
24019,MD,"Dorchester County, MD",2016
24019,MD,"Dorchester County, MD",2017
24019,MD,"Dorchester County, MD",2018
24019,MD,"Dorchester County, MD",2019
24019,MD,"Dorchester County, MD",2020
24019,MD,"Dorchester County, MD",2021
24019,MD,"Dorchester County, MD",2022
24021,MD,"Frederick County, MD",2000
24021,MD,"Frederick County, MD",2001
24021,MD,"Frederick County, MD",2002
24021,MD,"Frederick County, MD",2003
24021,MD,"Frederick County, MD",2004
24021,MD,"Frederick County, MD",2005
24021,MD,"Frederick County, MD",2006
24021,MD,"Frederick County, MD",2007
24021,MD,"Frederick County, MD",2008
24021,MD,"Frederick County, MD",2009
24021,MD,"Frederick County, MD",2010
24021,MD,"Frederick County, MD",2011
24021,MD,"Frederick County, MD",2012
24021,MD,"Frederick County, MD",2013
24021,MD,"Frederick County, MD",2014
24021,MD,"Frederick County, MD",2015
24021,MD,"Frederick County, MD",2016
24021,MD,"Frederick County, MD",2017
24021,MD,"Frederick County, MD",2018
24021,MD,"Frederick County, MD",2019
24021,MD,"Frederick County, MD",2020
24021,MD,"Frederick County, MD",2021
24021,MD,"Frederick County, MD",2022
24023,MD,"Garrett County, MD",2000
24023,MD,"Garrett County, MD",2001
24023,MD,"Garrett County, MD",2002
24023,MD,"Garrett County, MD",2003
24023,MD,"Garrett County, MD",2004
24023,MD,"Garrett County, MD",2005
24023,MD,"Garrett County, MD",2006
24023,MD,"Garrett County, MD",2007
24023,MD,"Garrett County, MD",2008
24023,MD,"Garrett County, MD",2009
24023,MD,"Garrett County, MD",2010
24023,MD,"Garrett County, MD",2011
24023,MD,"Garrett County, MD",2012
24023,MD,"Garrett County, MD",2013
24023,MD,"Garrett County, MD",2014
24023,MD,"Garrett County, MD",2015
24023,MD,"Garrett County, MD",2016
24023,MD,"Garrett County, MD",2017
24023,MD,"Garrett County, MD",2018
24023,MD,"Garrett County, MD",2019
24023,MD,"Garrett County, MD",2020
24023,MD,"Garrett County, MD",2021
24023,MD,"Garrett County, MD",2022
24025,MD,"Harford County, MD",2000
24025,MD,"Harford County, MD",2001
24025,MD,"Harford County, MD",2002
24025,MD,"Harford County, MD",2003
24025,MD,"Harford County, MD",2004
24025,MD,"Harford County, MD",2005
24025,MD,"Harford County, MD",2006
24025,MD,"Harford County, MD",2007
24025,MD,"Harford County, MD",2008
24025,MD,"Harford County, MD",2009
24025,MD,"Harford County, MD",2010
24025,MD,"Harford County, MD",2011
24025,MD,"Harford County, MD",2012
24025,MD,"Harford County, MD",2013
24025,MD,"Harford County, MD",2014
24025,MD,"Harford County, MD",2015
24025,MD,"Harford County, MD",2016
24025,MD,"Harford County, MD",2017
24025,MD,"Harford County, MD",2018
24025,MD,"Harford County, MD",2019
24025,MD,"Harford County, MD",2020
24025,MD,"Harford County, MD",2021
24025,MD,"Harford County, MD",2022
24027,MD,"Howard County, MD",2000
24027,MD,"Howard County, MD",2001
24027,MD,"Howard County, MD",2002
24027,MD,"Howard County, MD",2003
24027,MD,"Howard County, MD",2004
24027,MD,"Howard County, MD",2005
24027,MD,"Howard County, MD",2006
24027,MD,"Howard County, MD",2007
24027,MD,"Howard County, MD",2008
24027,MD,"Howard County, MD",2009
24027,MD,"Howard County, MD",2010
24027,MD,"Howard County, MD",2011
24027,MD,"Howard County, MD",2012
24027,MD,"Howard County, MD",2013
24027,MD,"Howard County, MD",2014
24027,MD,"Howard County, MD",2015
24027,MD,"Howard County, MD",2016
24027,MD,"Howard County, MD",2017
24027,MD,"Howard County, MD",2018
24027,MD,"Howard County, MD",2019
24027,MD,"Howard County, MD",2020
24027,MD,"Howard County, MD",2021
24027,MD,"Howard County, MD",2022
24029,MD,"Kent County, MD",2000
24029,MD,"Kent County, MD",2001
24029,MD,"Kent County, MD",2002
24029,MD,"Kent County, MD",2003
24029,MD,"Kent County, MD",2004
24029,MD,"Kent County, MD",2005
24029,MD,"Kent County, MD",2006
24029,MD,"Kent County, MD",2007
24029,MD,"Kent County, MD",2008
24029,MD,"Kent County, MD",2009
24029,MD,"Kent County, MD",2010
24029,MD,"Kent County, MD",2011
24029,MD,"Kent County, MD",2012
24029,MD,"Kent County, MD",2013
24029,MD,"Kent County, MD",2014
24029,MD,"Kent County, MD",2015
24029,MD,"Kent County, MD",2016
24029,MD,"Kent County, MD",2017
24029,MD,"Kent County, MD",2018
24029,MD,"Kent County, MD",2019
24029,MD,"Kent County, MD",2020
24029,MD,"Kent County, MD",2021
24029,MD,"Kent County, MD",2022
24031,MD,"Montgomery County, MD",2000
24031,MD,"Montgomery County, MD",2001
24031,MD,"Montgomery County, MD",2002
24031,MD,"Montgomery County, MD",2003
24031,MD,"Montgomery County, MD",2004
24031,MD,"Montgomery County, MD",2005
24031,MD,"Montgomery County, MD",2006
24031,MD,"Montgomery County, MD",2007
24031,MD,"Montgomery County, MD",2008
24031,MD,"Montgomery County, MD",2009
24031,MD,"Montgomery County, MD",2010
24031,MD,"Montgomery County, MD",2011
24031,MD,"Montgomery County, MD",2012
24031,MD,"Montgomery County, MD",2013
24031,MD,"Montgomery County, MD",2014
24031,MD,"Montgomery County, MD",2015
24031,MD,"Montgomery County, MD",2016
24031,MD,"Montgomery County, MD",2017
24031,MD,"Montgomery County, MD",2018
24031,MD,"Montgomery County, MD",2019
24031,MD,"Montgomery County, MD",2020
24031,MD,"Montgomery County, MD",2021
24031,MD,"Montgomery County, MD",2022
24033,MD,"Prince George's County, MD",2000
24033,MD,"Prince George's County, MD",2001
24033,MD,"Prince George's County, MD",2002
24033,MD,"Prince George's County, MD",2003
24033,MD,"Prince George's County, MD",2004
24033,MD,"Prince George's County, MD",2005
24033,MD,"Prince George's County, MD",2006
24033,MD,"Prince George's County, MD",2007
24033,MD,"Prince George's County, MD",2008
24033,MD,"Prince George's County, MD",2009
24033,MD,"Prince George's County, MD",2010
24033,MD,"Prince George's County, MD",2011
24033,MD,"Prince George's County, MD",2012
24033,MD,"Prince George's County, MD",2013
24033,MD,"Prince George's County, MD",2014
24033,MD,"Prince George's County, MD",2015
24033,MD,"Prince George's County, MD",2016
24033,MD,"Prince George's County, MD",2017
24033,MD,"Prince George's County, MD",2018
24033,MD,"Prince George's County, MD",2019
24033,MD,"Prince George's County, MD",2020
24033,MD,"Prince George's County, MD",2021
24033,MD,"Prince George's County, MD",2022
24035,MD,"Queen Anne's County, MD",2000
24035,MD,"Queen Anne's County, MD",2001
24035,MD,"Queen Anne's County, MD",2002
24035,MD,"Queen Anne's County, MD",2003
24035,MD,"Queen Anne's County, MD",2004
24035,MD,"Queen Anne's County, MD",2005
24035,MD,"Queen Anne's County, MD",2006
24035,MD,"Queen Anne's County, MD",2007
24035,MD,"Queen Anne's County, MD",2008
24035,MD,"Queen Anne's County, MD",2009
24035,MD,"Queen Anne's County, MD",2010
24035,MD,"Queen Anne's County, MD",2011
24035,MD,"Queen Anne's County, MD",2012
24035,MD,"Queen Anne's County, MD",2013
24035,MD,"Queen Anne's County, MD",2014
24035,MD,"Queen Anne's County, MD",2015
24035,MD,"Queen Anne's County, MD",2016
24035,MD,"Queen Anne's County, MD",2017
24035,MD,"Queen Anne's County, MD",2018
24035,MD,"Queen Anne's County, MD",2019
24035,MD,"Queen Anne's County, MD",2020
24035,MD,"Queen Anne's County, MD",2021
24035,MD,"Queen Anne's County, MD",2022
24037,MD,"St. Mary's County, MD",2000
24037,MD,"St. Mary's County, MD",2001
24037,MD,"St. Mary's County, MD",2002
24037,MD,"St. Mary's County, MD",2003
24037,MD,"St. Mary's County, MD",2004
24037,MD,"St. Mary's County, MD",2005
24037,MD,"St. Mary's County, MD",2006
24037,MD,"St. Mary's County, MD",2007
24037,MD,"St. Mary's County, MD",2008
24037,MD,"St. Mary's County, MD",2009
24037,MD,"St. Mary's County, MD",2010
24037,MD,"St. Mary's County, MD",2011
24037,MD,"St. Mary's County, MD",2012
24037,MD,"St. Mary's County, MD",2013
24037,MD,"St. Mary's County, MD",2014
24037,MD,"St. Mary's County, MD",2015
24037,MD,"St. Mary's County, MD",2016
24037,MD,"St. Mary's County, MD",2017
24037,MD,"St. Mary's County, MD",2018
24037,MD,"St. Mary's County, MD",2019
24037,MD,"St. Mary's County, MD",2020
24037,MD,"St. Mary's County, MD",2021
24037,MD,"St. Mary's County, MD",2022
24039,MD,"Somerset County, MD",2000
24039,MD,"Somerset County, MD",2001
24039,MD,"Somerset County, MD",2002
24039,MD,"Somerset County, MD",2003
24039,MD,"Somerset County, MD",2004
24039,MD,"Somerset County, MD",2005
24039,MD,"Somerset County, MD",2006
24039,MD,"Somerset County, MD",2007
24039,MD,"Somerset County, MD",2008
24039,MD,"Somerset County, MD",2009
24039,MD,"Somerset County, MD",2010
24039,MD,"Somerset County, MD",2011
24039,MD,"Somerset County, MD",2012
24039,MD,"Somerset County, MD",2013
24039,MD,"Somerset County, MD",2014
24039,MD,"Somerset County, MD",2015
24039,MD,"Somerset County, MD",2016
24039,MD,"Somerset County, MD",2017
24039,MD,"Somerset County, MD",2018
24039,MD,"Somerset County, MD",2019
24039,MD,"Somerset County, MD",2020
24039,MD,"Somerset County, MD",2021
24039,MD,"Somerset County, MD",2022
24041,MD,"Talbot County, MD",2000
24041,MD,"Talbot County, MD",2001
24041,MD,"Talbot County, MD",2002
24041,MD,"Talbot County, MD",2003
24041,MD,"Talbot County, MD",2004
24041,MD,"Talbot County, MD",2005
24041,MD,"Talbot County, MD",2006
24041,MD,"Talbot County, MD",2007
24041,MD,"Talbot County, MD",2008
24041,MD,"Talbot County, MD",2009
24041,MD,"Talbot County, MD",2010
24041,MD,"Talbot County, MD",2011
24041,MD,"Talbot County, MD",2012
24041,MD,"Talbot County, MD",2013
24041,MD,"Talbot County, MD",2014
24041,MD,"Talbot County, MD",2015
24041,MD,"Talbot County, MD",2016
24041,MD,"Talbot County, MD",2017
24041,MD,"Talbot County, MD",2018
24041,MD,"Talbot County, MD",2019
24041,MD,"Talbot County, MD",2020
24041,MD,"Talbot County, MD",2021
24041,MD,"Talbot County, MD",2022
24043,MD,"Washington County, MD",2000
24043,MD,"Washington County, MD",2001
24043,MD,"Washington County, MD",2002
24043,MD,"Washington County, MD",2003
24043,MD,"Washington County, MD",2004
24043,MD,"Washington County, MD",2005
24043,MD,"Washington County, MD",2006
24043,MD,"Washington County, MD",2007
24043,MD,"Washington County, MD",2008
24043,MD,"Washington County, MD",2009
24043,MD,"Washington County, MD",2010
24043,MD,"Washington County, MD",2011
24043,MD,"Washington County, MD",2012
24043,MD,"Washington County, MD",2013
24043,MD,"Washington County, MD",2014
24043,MD,"Washington County, MD",2015
24043,MD,"Washington County, MD",2016
24043,MD,"Washington County, MD",2017
24043,MD,"Washington County, MD",2018
24043,MD,"Washington County, MD",2019
24043,MD,"Washington County, MD",2020
24043,MD,"Washington County, MD",2021
24043,MD,"Washington County, MD",2022
24045,MD,"Wicomico County, MD",2000
24045,MD,"Wicomico County, MD",2001
24045,MD,"Wicomico County, MD",2002
24045,MD,"Wicomico County, MD",2003
24045,MD,"Wicomico County, MD",2004
24045,MD,"Wicomico County, MD",2005
24045,MD,"Wicomico County, MD",2006
24045,MD,"Wicomico County, MD",2007
24045,MD,"Wicomico County, MD",2008
24045,MD,"Wicomico County, MD",2009
24045,MD,"Wicomico County, MD",2010
24045,MD,"Wicomico County, MD",2011
24045,MD,"Wicomico County, MD",2012
24045,MD,"Wicomico County, MD",2013
24045,MD,"Wicomico County, MD",2014
24045,MD,"Wicomico County, MD",2015
24045,MD,"Wicomico County, MD",2016
24045,MD,"Wicomico County, MD",2017
24045,MD,"Wicomico County, MD",2018
24045,MD,"Wicomico County, MD",2019
24045,MD,"Wicomico County, MD",2020
24045,MD,"Wicomico County, MD",2021
24045,MD,"Wicomico County, MD",2022
24047,MD,"Worcester County, MD",2000
24047,MD,"Worcester County, MD",2001
24047,MD,"Worcester County, MD",2002
24047,MD,"Worcester County, MD",2003
24047,MD,"Worcester County, MD",2004
24047,MD,"Worcester County, MD",2005
24047,MD,"Worcester County, MD",2006
24047,MD,"Worcester County, MD",2007
24047,MD,"Worcester County, MD",2008
24047,MD,"Worcester County, MD",2009
24047,MD,"Worcester County, MD",2010
24047,MD,"Worcester County, MD",2011
24047,MD,"Worcester County, MD",2012
24047,MD,"Worcester County, MD",2013
24047,MD,"Worcester County, MD",2014
24047,MD,"Worcester County, MD",2015
24047,MD,"Worcester County, MD",2016
24047,MD,"Worcester County, MD",2017
24047,MD,"Worcester County, MD",2018
24047,MD,"Worcester County, MD",2019
24047,MD,"Worcester County, MD",2020
24047,MD,"Worcester County, MD",2021
24047,MD,"Worcester County, MD",2022
24510,MD,"Baltimore city, MD",2000
24510,MD,"Baltimore city, MD",2001
24510,MD,"Baltimore city, MD",2002
24510,MD,"Baltimore city, MD",2003
24510,MD,"Baltimore city, MD",2004
24510,MD,"Baltimore city, MD",2005
24510,MD,"Baltimore city, MD",2006
24510,MD,"Baltimore city, MD",2007
24510,MD,"Baltimore city, MD",2008
24510,MD,"Baltimore city, MD",2009
24510,MD,"Baltimore city, MD",2010
24510,MD,"Baltimore city, MD",2011
24510,MD,"Baltimore city, MD",2012
24510,MD,"Baltimore city, MD",2013
24510,MD,"Baltimore city, MD",2014
24510,MD,"Baltimore city, MD",2015
24510,MD,"Baltimore city, MD",2016
24510,MD,"Baltimore city, MD",2017
24510,MD,"Baltimore city, MD",2018
24510,MD,"Baltimore city, MD",2019
24510,MD,"Baltimore city, MD",2020
24510,MD,"Baltimore city, MD",2021
24510,MD,"Baltimore city, MD",2022
36000,NY,New York,2000
36000,NY,New York,2001
36000,NY,New York,2002
36000,NY,New York,2003
36000,NY,New York,2004
36000,NY,New York,2005
36000,NY,New York,2006
36000,NY,New York,2007
36000,NY,New York,2008
36000,NY,New York,2009
36000,NY,New York,2010
36000,NY,New York,2011
36000,NY,New York,2012
36000,NY,New York,2013
36000,NY,New York,2014
36000,NY,New York,2015
36000,NY,New York,2016
36000,NY,New York,2017
36000,NY,New York,2018
36000,NY,New York,2019
36000,NY,New York,2020
36000,NY,New York,2021
36000,NY,New York,2022
36001,NY,"Albany County, NY",2000
36001,NY,"Albany County, NY",2001
36001,NY,"Albany County, NY",2002
36001,NY,"Albany County, NY",2003
36001,NY,"Albany County, NY",2004
36001,NY,"Albany County, NY",2005
36001,NY,"Albany County, NY",2006
36001,NY,"Albany County, NY",2007
36001,NY,"Albany County, NY",2008
36001,NY,"Albany County, NY",2009
36001,NY,"Albany County, NY",2010
36001,NY,"Albany County, NY",2011
36001,NY,"Albany County, NY",2012
36001,NY,"Albany County, NY",2013
36001,NY,"Albany County, NY",2014
36001,NY,"Albany County, NY",2015
36001,NY,"Albany County, NY",2016
36001,NY,"Albany County, NY",2017
36001,NY,"Albany County, NY",2018
36001,NY,"Albany County, NY",2019
36001,NY,"Albany County, NY",2020
36001,NY,"Albany County, NY",2021
36001,NY,"Albany County, NY",2022
36003,NY,"Allegany County, NY",2000
36003,NY,"Allegany County, NY",2001
36003,NY,"Allegany County, NY",2002
36003,NY,"Allegany County, NY",2003
36003,NY,"Allegany County, NY",2004
36003,NY,"Allegany County, NY",2005
36003,NY,"Allegany County, NY",2006
36003,NY,"Allegany County, NY",2007
36003,NY,"Allegany County, NY",2008
36003,NY,"Allegany County, NY",2009
36003,NY,"Allegany County, NY",2010
36003,NY,"Allegany County, NY",2011
36003,NY,"Allegany County, NY",2012
36003,NY,"Allegany County, NY",2013
36003,NY,"Allegany County, NY",2014
36003,NY,"Allegany County, NY",2015
36003,NY,"Allegany County, NY",2016
36003,NY,"Allegany County, NY",2017
36003,NY,"Allegany County, NY",2018
36003,NY,"Allegany County, NY",2019
36003,NY,"Allegany County, NY",2020
36003,NY,"Allegany County, NY",2021
36003,NY,"Allegany County, NY",2022
36005,NY,"Bronx County, NY",2000
36005,NY,"Bronx County, NY",2001
36005,NY,"Bronx County, NY",2002
36005,NY,"Bronx County, NY",2003
36005,NY,"Bronx County, NY",2004
36005,NY,"Bronx County, NY",2005
36005,NY,"Bronx County, NY",2006
36005,NY,"Bronx County, NY",2007
36005,NY,"Bronx County, NY",2008
36005,NY,"Bronx County, NY",2009
36005,NY,"Bronx County, NY",2010
36005,NY,"Bronx County, NY",2011
36005,NY,"Bronx County, NY",2012
36005,NY,"Bronx County, NY",2013
36005,NY,"Bronx County, NY",2014
36005,NY,"Bronx County, NY",2015
36005,NY,"Bronx County, NY",2016
36005,NY,"Bronx County, NY",2017
36005,NY,"Bronx County, NY",2018
36005,NY,"Bronx County, NY",2019
36005,NY,"Bronx County, NY",2020
36005,NY,"Bronx County, NY",2021
36005,NY,"Bronx County, NY",2022
36007,NY,"Broome County, NY",2000
36007,NY,"Broome County, NY",2001
36007,NY,"Broome County, NY",2002
36007,NY,"Broome County, NY",2003
36007,NY,"Broome County, NY",2004
36007,NY,"Broome County, NY",2005
36007,NY,"Broome County, NY",2006
36007,NY,"Broome County, NY",2007
36007,NY,"Broome County, NY",2008
36007,NY,"Broome County, NY",2009
36007,NY,"Broome County, NY",2010
36007,NY,"Broome County, NY",2011
36007,NY,"Broome County, NY",2012
36007,NY,"Broome County, NY",2013
36007,NY,"Broome County, NY",2014
36007,NY,"Broome County, NY",2015
36007,NY,"Broome County, NY",2016
36007,NY,"Broome County, NY",2017
36007,NY,"Broome County, NY",2018
36007,NY,"Broome County, NY",2019
36007,NY,"Broome County, NY",2020
36007,NY,"Broome County, NY",2021
36007,NY,"Broome County, NY",2022
36009,NY,"Cattaraugus County, NY",2000
36009,NY,"Cattaraugus County, NY",2001
36009,NY,"Cattaraugus County, NY",2002
36009,NY,"Cattaraugus County, NY",2003
36009,NY,"Cattaraugus County, NY",2004
36009,NY,"Cattaraugus County, NY",2005
36009,NY,"Cattaraugus County, NY",2006
36009,NY,"Cattaraugus County, NY",2007
36009,NY,"Cattaraugus County, NY",2008
36009,NY,"Cattaraugus County, NY",2009
36009,NY,"Cattaraugus County, NY",2010
36009,NY,"Cattaraugus County, NY",2011
36009,NY,"Cattaraugus County, NY",2012
36009,NY,"Cattaraugus County, NY",2013
36009,NY,"Cattaraugus County, NY",2014
36009,NY,"Cattaraugus County, NY",2015
36009,NY,"Cattaraugus County, NY",2016
36009,NY,"Cattaraugus County, NY",2017
36009,NY,"Cattaraugus County, NY",2018
36009,NY,"Cattaraugus County, NY",2019
36009,NY,"Cattaraugus County, NY",2020
36009,NY,"Cattaraugus County, NY",2021
36009,NY,"Cattaraugus County, NY",2022
36011,NY,"Cayuga County, NY",2000
36011,NY,"Cayuga County, NY",2001
36011,NY,"Cayuga County, NY",2002
36011,NY,"Cayuga County, NY",2003
36011,NY,"Cayuga County, NY",2004
36011,NY,"Cayuga County, NY",2005
36011,NY,"Cayuga County, NY",2006
36011,NY,"Cayuga County, NY",2007
36011,NY,"Cayuga County, NY",2008
36011,NY,"Cayuga County, NY",2009
36011,NY,"Cayuga County, NY",2010
36011,NY,"Cayuga County, NY",2011
36011,NY,"Cayuga County, NY",2012
36011,NY,"Cayuga County, NY",2013
36011,NY,"Cayuga County, NY",2014
36011,NY,"Cayuga County, NY",2015
36011,NY,"Cayuga County, NY",2016
36011,NY,"Cayuga County, NY",2017
36011,NY,"Cayuga County, NY",2018
36011,NY,"Cayuga County, NY",2019
36011,NY,"Cayuga County, NY",2020
36011,NY,"Cayuga County, NY",2021
36011,NY,"Cayuga County, NY",2022
